ComInsee,"ComLib",EquipementId,EquNbEquIdentique,ActCode,"ActLib","EquActivitePraticable","EquActivitePratique","EquActiviteSalleSpe","ActNivLib"
44137,"Prinquiau",67809,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",67809,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",67810,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Compétition départementale"
44137,"Prinquiau",67811,2,7901,"Tennis","Oui","Oui","Non","Compétition départementale"
44137,"Prinquiau",67812,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44137,"Prinquiau",172338,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44137,"Prinquiau",317314,1,4401,"Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...","Oui","Oui","Non","Entrainement"
44137,"Prinquiau",324899,1,2202,"Bicross (BMX)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",325023,1,6306,"Planche à roulettes (Skate)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",325023,1,6303,"Roller acrobatique","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",325023,1,2202,"Bicross (BMX)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",325024,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",325024,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",325024,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",325108,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44137,"Prinquiau",325108,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44138,"Puceul",73758,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44138,"Puceul",197433,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44138,"Puceul",197444,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44138,"Puceul",197444,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44138,"Puceul",197444,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44138,"Puceul",253587,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Scolaire"
44138,"Puceul",289880,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44138,"Puceul",289964,1,5501,"Pêche au coup en eau douce","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",66233,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",66234,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44139,"Quilly",66235,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",66236,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",66236,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",66236,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",66236,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",66236,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",188562,2,5001,"Motonautisme / Jet hydrojet / Aéroglisseur","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",253076,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",253076,1,2608,"Randonnée équestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",253076,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",254570,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",254570,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",275001,1,5001,"Motonautisme / Jet hydrojet / Aéroglisseur","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44139,"Quilly",275002,1,4905,"Quad","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",67180,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44140,"Regrippière",254036,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
44140,"Regrippière",254060,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",254076,2,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",254110,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",254110,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",254110,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",254134,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",254134,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",254257,1,5501,"Pêche au coup en eau douce","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",292339,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44140,"Regrippière",344252,1,,,,,,
44141,"Remaudière",66945,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44141,"Remaudière",218344,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44141,"Remaudière",254617,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44141,"Remaudière",254640,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44141,"Remaudière",254640,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44141,"Remaudière",254640,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44141,"Remaudière",344201,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",66268,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44142,"Remouillé",170135,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition régionale"
44142,"Remouillé",170135,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44142,"Remouillé",170135,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non","Entrainement"
44142,"Remouillé",170135,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",170135,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Non",
44142,"Remouillé",254602,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",254602,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",254644,1,1701,"Canoë de randonnée","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",254644,1,5501,"Pêche au coup en eau douce","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",254670,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Entrainement"
44142,"Remouillé",254699,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",254699,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",254711,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",254711,1,2204,"Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",288497,1,1701,"Canoë de randonnée","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",303763,1,7204,"Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44142,"Remouillé",303764,1,7204,"Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",67680,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",67680,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",67680,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Scolaire"
44143,"Rezé",67680,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Scolaire"
44143,"Rezé",67681,1,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",68890,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",69376,1,1101,"Basket-Ball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",69376,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",69377,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",69377,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",69377,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Scolaire"
44143,"Rezé",69377,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Scolaire"
44143,"Rezé",69458,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",69458,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",69459,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",69459,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",69459,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Scolaire"
44143,"Rezé",69459,1,8201,"Tir à l'arc","Oui","Oui","Non","Entrainement"
44143,"Rezé",69459,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",69910,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",69912,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",69916,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",69918,1,501,"Saut","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",69918,1,502,"Lancer","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",69918,1,503,"Course sur piste","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",69918,1,506,"Marche","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",69920,1,3001,"Football Américain / Flag","Oui","Oui","Non","Entrainement"
44143,"Rezé",69920,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",69920,1,3302,"Swing","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",69921,3,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",69924,1,6401,"Rugby à 15 / Rugby à 7","Oui","Oui","Non","Entrainement"
44143,"Rezé",69924,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",69925,1,6401,"Rugby à 15 / Rugby à 7","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",69926,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",69927,6,7203,"Sports boules","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",70023,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",70023,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",70024,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",70024,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",70024,1,1101,"Basket-Ball","Oui","Non","Non",
44143,"Rezé",70024,1,8001,"Tennis de table","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",70024,1,8909,"Paintball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",70520,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",70520,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Non","Non",
44143,"Rezé",70520,1,6301,"Patinage artistique et danse sur roulettes","Oui","Oui","Non","Entrainement"
44143,"Rezé",70690,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",70690,1,1401,"Boxe Anglaise","Oui","Oui","Non","Entrainement"
44143,"Rezé",70690,1,3401,"Gymnastique Artistique","Oui","Oui","Non","Scolaire"
44143,"Rezé",70690,1,8001,"Tennis de table","Oui","Oui","Non","Entrainement"
44143,"Rezé",70690,1,6601,"Boxe française savate","Oui","Oui","Non","Entrainement"
44143,"Rezé",70690,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",71137,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",71137,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Scolaire"
44143,"Rezé",71137,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",71461,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Compétition nationale"
44143,"Rezé",71461,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition nationale"
44143,"Rezé",71461,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",71461,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",71461,1,8001,"Tennis de table","Oui","Oui","Non","Scolaire"
44143,"Rezé",71461,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Scolaire"
44143,"Rezé",71461,1,3408,"Gymnastique Acrobatique","Oui","Oui","Non","Scolaire"
44143,"Rezé",71461,1,501,"Saut","Oui","Oui","Non","Scolaire"
44143,"Rezé",73444,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",73444,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",73445,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",73445,1,2701,"Escrime (Epée / Fleuret / Sabre )","Oui","Oui","Non","Entrainement"
44143,"Rezé",73445,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Scolaire"
44143,"Rezé",73445,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Entrainement"
44143,"Rezé",73801,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",73801,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",126734,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",126745,1,3602,"Musculation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",126862,1,5208,"Aquagym","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",126877,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",126890,1,3602,"Musculation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",181989,1,8909,"Paintball","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",182006,1,8909,"Paintball","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",182036,1,1701,"Canoë de randonnée","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",182036,1,8502,"Dériveur / Multicoques / Courses océaniques / au large / Voile modèle / traditionnelle /match racing","Oui","Oui","Non","Entrainement"
44143,"Rezé",182036,1,601,"Aviron","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",182059,1,1201,"Billard (Français (carambole),Snooker,Anglais,Américain)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",182132,1,1201,"Billard (Français (carambole),Snooker,Anglais,Américain)","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",182153,1,3401,"Gymnastique Artistique","Oui","Oui","Non","Scolaire"
44143,"Rezé",182153,1,3404,"Expression gymnique","Oui","Oui","Non","Scolaire"
44143,"Rezé",182153,1,8001,"Tennis de table","Oui","Oui","Non","Scolaire"
44143,"Rezé",182153,1,6401,"Rugby à 15 / Rugby à 7","Oui","Oui","Non","Entrainement"
44143,"Rezé",182164,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",182164,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",182164,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Scolaire"
44143,"Rezé",182164,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Scolaire"
44143,"Rezé",182164,1,8001,"Tennis de table","Oui","Oui","Oui","Scolaire"
44143,"Rezé",182164,1,6302,"Patinage de course","Oui","Oui","Non","Entrainement"
44143,"Rezé",182184,1,501,"Saut","Oui","Oui","Non",
44143,"Rezé",182184,1,502,"Lancer","Oui","Oui","Non",
44143,"Rezé",182184,1,503,"Course sur piste","Oui","Oui","Non",
44143,"Rezé",182184,1,9002,"Sport scolaire","Oui","Oui","Non",
44143,"Rezé",182238,2,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",182238,2,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",182244,1,3602,"Musculation","Oui","Oui","Non","Scolaire"
44143,"Rezé",182244,1,8901,"Activités de forme et de santé","Oui","Oui","Non","Scolaire"
44143,"Rezé",182249,1,3401,"Gymnastique Artistique","Oui","Oui","Non",
44143,"Rezé",182249,1,8001,"Tennis de table","Oui","Oui","Non",
44143,"Rezé",182249,1,1401,"Boxe Anglaise","Oui","Oui","Non",
44143,"Rezé",182249,1,4701,"Lutte traditionnelle / olympique libre / olympique gréco-romaine /  bretonne / féminine","Oui","Oui","Non",
44143,"Rezé",182249,1,9002,"Sport scolaire","Oui","Oui","Non",
44143,"Rezé",182252,1,8001,"Tennis de table","Oui","Oui","Non","Scolaire"
44143,"Rezé",182252,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",182252,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Scolaire"
44143,"Rezé",182252,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",182252,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Scolaire"
44143,"Rezé",190070,1,6201,"Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",211833,1,1101,"Basket-Ball","Oui","Oui","Non","Scolaire"
44143,"Rezé",211833,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
44143,"Rezé",211833,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Scolaire"
44143,"Rezé",214620,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non",
44143,"Rezé",214620,1,1101,"Basket-Ball","Oui","Oui","Non",
44143,"Rezé",214620,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non",
44143,"Rezé",214620,1,3402,"Gymnastique Rythmique","Oui","Oui","Non",
44143,"Rezé",214620,1,2701,"Escrime (Epée / Fleuret / Sabre )","Oui","Oui","Non","Entrainement"
44143,"Rezé",220867,1,701,"Badminton, Jeu de volant","Oui","Non","Non","Non défini"
44143,"Rezé",220867,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",220867,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Compétition nationale"
44143,"Rezé",220867,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",220883,1,5101,"Boxe thaïlandaise Muay Thaï","Oui","Oui","Non","Entrainement"
44143,"Rezé",220883,1,4301,"Judo / Jujitsu / Taïso","Oui","Oui","Non","Entrainement"
44143,"Rezé",220883,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",220901,1,401,"Aikido / Aikibudo / Budo","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",220901,1,4301,"Judo / Jujitsu / Taïso","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",220901,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",220907,1,3602,"Musculation","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",220907,1,3601,"Haltérophilie / Force athlétique","Oui","Oui","Non","Entrainement"
44143,"Rezé",220916,1,4301,"Judo / Jujitsu / Taïso","Oui","Oui","Non","Entrainement"
44143,"Rezé",262614,1,8502,"Dériveur / Multicoques / Courses océaniques / au large / Voile modèle / traditionnelle /match racing","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",262614,1,5501,"Pêche au coup en eau douce","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",262614,1,1701,"Canoë de randonnée","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269066,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",269094,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269094,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269094,1,3404,"Expression gymnique","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269094,1,7801,"Tai chi chuan / Chi gong","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269099,1,2901,"Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269232,1,2901,"Football / Football en salle (Futsal)","Oui","Non","Non",
44143,"Rezé",269242,2,7901,"Tennis","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",269247,3,7901,"Tennis","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",269253,5,7901,"Tennis","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269274,1,6303,"Roller acrobatique","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269274,1,6306,"Planche à roulettes (Skate)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269274,1,2202,"Bicross (BMX)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269334,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",269334,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",269334,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Scolaire"
44143,"Rezé",269334,1,6301,"Patinage artistique et danse sur roulettes","Oui","Oui","Non","Entrainement"
44143,"Rezé",269334,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Compétition nationale"
44143,"Rezé",269334,1,6304,"Hockey sur patins en ligne / Hockey sur patins","Oui","Oui","Non","Compétition nationale"
44143,"Rezé",269334,1,6302,"Patinage de course","Oui","Oui","Non","Entrainement"
44143,"Rezé",269346,1,3404,"Expression gymnique","Oui","Oui","Non","Scolaire"
44143,"Rezé",269346,1,8001,"Tennis de table","Oui","Oui","Non","Scolaire"
44143,"Rezé",269346,1,4401,"Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...","Oui","Oui","Non","Entrainement"
44143,"Rezé",269357,1,4401,"Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...","Oui","Oui","Non","Entrainement"
44143,"Rezé",269357,1,4701,"Lutte traditionnelle / olympique libre / olympique gréco-romaine /  bretonne / féminine","Oui","Oui","Non","Scolaire"
44143,"Rezé",269399,1,8801,"Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley","Oui","Oui","Non","Compétition nationale"
44143,"Rezé",269399,1,1101,"Basket-Ball","Oui","Oui","Non","Compétition nationale"
44143,"Rezé",269399,1,3701,"Handball / Mini hand / Handball de plage","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",269399,1,701,"Badminton, Jeu de volant","Oui","Oui","Non","Compétition régionale"
44143,"Rezé",269408,1,2402,"Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269408,1,3501,"Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269408,1,3402,"Gymnastique Rythmique","Oui","Oui","Non","Entrainement"
44143,"Rezé",269426,1,5201,"Natation course sportive","Oui","Oui","Non",
44143,"Rezé",269426,1,5206,"Baignade loisirs","Oui","Oui","Non",
44143,"Rezé",269426,1,5205,"Water-Polo","Oui","Oui","Non",
44143,"Rezé",269426,1,2804,"Plongée subaquatique (Plongée libre)","Oui","Oui","Non",
44143,"Rezé",269437,1,5206,"Baignade loisirs","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269437,1,5201,"Natation course sportive","Oui","Oui","Non","Scolaire"
44143,"Rezé",269437,1,5208,"Aquagym","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269518,1,6001,"Pétanque et jeu provencal","Oui","Oui","Non","Compétition départementale"
44143,"Rezé",269555,1,5501,"Pêche au coup en eau douce","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
44143,"Rezé",269558,1,5501,"Pêche au coup en eau douce","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
